,site.latitude (deg),site.longitude (deg),iron.LCOE (USD/MW/h),iron.LCOH (USD/kg),iron.LCOI (USD/kg)
432,44.448,-97.296,47.4019081,6.467291502,0.6630584853670628
433,41.691,-72.115,65.52126647,9.409677136,0.8294562779683904
434,38.804,-88.876,56.12650933,7.67336165,0.7313929512433606
435,42.682,-76.639,65.85313251,11.23072689,0.9313601880594685
436,38.316,-85.843,69.57517263,10.26729387,0.877834402349214
437,38.073,-92.857,60.78137874,8.58634471,0.782927959324507
438,39.939,-84.001,60.79327209,8.686771589,0.7885470992489523
439,44.265,-85.299,56.53336513,7.025708374,0.6952030936004048
440,38.003,-97.588,44.51797386,6.337432343,0.6555078216704822
441,40.311,-86.251,54.21981138,7.198675006,0.7046493574339481
442,44.548,-95.14,51.65179365,7.310207291,0.7106336787328291
443,45.809,-97.642,55.13139183,8.608569832,0.783610472272936
444,42.446,-85.914,57.97381692,7.33915432,0.712880478218002
445,44.387,-73.241,66.61581844,9.991380929,0.8621058882858663
446,40.942,-77.769,82.22316619,11.61951419,0.9547340334597957
447,38.429,-91.58,59.37679154,7.984494908,0.749120593321633
448,39.12,-78.282,65.63883008,10.2656002,0.8773489633653757
449,38.62,-80.697,66.64055826,10.16362263,0.8717436815129384
450,38.493,-97.46,43.83482613,6.211864695,0.6484156631363659
451,39.311,-79.815,67.8187212,10.70584627,0.902193039313809
452,39.573,-86.934,59.35680783,7.977308623,0.7487166033811513
453,46.208,-96.225,53.14108799,7.69291391,0.7321904082451394
454,43.684,-88.609,54.2861029,6.460525416,0.6633632619997806
455,40.58,-89.113,52.91633826,6.733508491,0.6784981990748465
456,45.189,-92.324,55.60638939,7.253704307,0.7078653622955731
457,43.144,-84.737,55.55312006,7.379166817,0.7148785477369884
458,38.279,-86.69,60.10003958,8.603082044,0.7837966341549991
459,45.919,-88.326,56.96547329,6.762215218,0.680505964938942
460,43.184,-95.159,51.18585003,7.07736437,0.6975620142739685
461,38.466,-82.998,64.88468221,10.1049509,0.868287262344672
462,38.779,-81.23,66.53920414,10.17264572,0.8722383806443224
463,41.321,-78.403,81.96749808,10.80080743,0.9089095504207039
464,43.332,-77.817,55.36377138,8.382735984,0.7710002115887232
465,41.138,-96.353,50.60366102,6.91689289,0.6885273280751494
466,41.121,-93.728,49.85059781,6.365495408,0.6576069706734091
467,40.995,-82.625,58.19363103,8.144040387,0.7579282620835832
468,40.345,-90.438,52.97778123,6.749438317,0.6793954246072135
469,39.674,-95.918,47.37079266,6.46749765,0.663066929149905
470,42.984,-94.561,49.45937965,6.792138291,0.6814348832596784
471,43.353,-87.89,54.45120837,7.281927809,0.7093295522804488
472,38.446,-92.139,62.55607261,8.362920461,0.7706055728203459
473,42.465,-92.635,51.16406419,6.646398327,0.6734512688007074
474,38.129,-89.088,57.05301859,7.947776521,0.7468358961578756
475,41.689,-92.824,50.87165682,6.389067138,0.6590269351463954
476,43.274,-76.603,58.52343419,8.910839737,0.8008563614536104
477,43.432,-92.279,49.37246654,6.472074047,0.6635216085394318
478,38.394,-79.616,62.39853439,10.52693474,0.891646616344176
479,46.327,-91.139,56.89132972,7.670330515,0.731299297845583
480,42.59,-73.3,52.99193752,8.040403136,0.7516144282533943
481,42.581,-75.908,68.70564716,10.71239595,0.9026474636680775
482,41.052,-84.377,56.97887081,7.417237396,0.717149756215072
483,39.238,-77.673,57.96472367,8.762963021,0.7925285666788688
484,43.146,-82.457,55.62505208,7.546052838,0.7242214239324372
485,44.703,-87.551,52.36739464,6.46830517,0.6636080301084153
486,40.145,-93.762,53.72297278,6.820160483,0.6834256412974982
487,40.227,-87.997,57.00439535,7.314289923,0.7113933260949796
488,41.433,-90.782,56.38570066,7.357920153,0.7137726285642872
489,46.583,-87.917,52.02200649,6.6587893,0.6742295830158916
490,38.862,-80.212,64.90563199,10.12406768,0.869358749548301
491,46.506,-90.645,67.55517351,9.152558169,0.8152747098243274
492,44.595,-84.463,60.91517064,7.760417109,0.7367381917650798
493,45.955,-85.624,49.64725022,7.121041155,0.699852617740467
494,42.325,-79.325,60.74805435,9.191121493,0.8167563459586574
495,44.135,-83.625,56.50144774,7.908995333,0.7446117006093153
496,44.792,-75.31,59.7934766,8.560530368,0.7813858322710714
497,44.123,-84.708,53.62721441,6.984223372,0.692593945472521
498,45.214,-87.948,62.23187261,8.192019335,0.7610130501089177
499,41.42,-94.157,47.83504347,6.138255018,0.644694912768744
500,40.932,-75.544,67.42465609,10.46068808,0.8884395830700608
501,44.742,-90.493,54.0500146,7.036089242,0.6955373276654985
502,40.101,-77.425,70.33942899,10.35910008,0.8830459694668263
503,39.864,-94.773,51.67978765,6.681354317,0.675457921770863
504,41.543,-80.279,59.75423467,8.444629413,0.7748983458015716
505,38.603,-78.137,68.25423527,10.30299295,0.879700330301164
506,45.268,-89.036,54.43136747,6.73471382,0.6787159973048855
507,40.493,-87.529,56.63830625,7.096503375,0.6991738379739573
508,41.723,-96.651,48.47878692,6.544136198,0.6674641222050988
509,45.405,-84.777,68.86180567,8.697156539,0.7899288676304618
510,45.997,-86.253,56.22360691,7.689009467,0.7322779397943776
511,42.127,-74.842,63.13683261,9.195294867,0.8172269011852178
512,38.936,-87.73,55.29020635,7.421600707,0.7172262383186138
513,42.182,-93.095,51.59001055,6.584085103,0.6700076939431407
514,43.809,-91.798,63.97065273,8.353995964,0.770246730656632
515,44.803,-85.981,53.31372912,6.591668697,0.6706030104308245
516,41.255,-83.308,56.00049615,7.597152674,0.7271172533381421
517,39.892,-87.32,57.71703833,7.204853164,0.7053420787098725
518,40.194,-78.13,54.80617445,8.325443616,0.7677398878038577
519,42.298,-78.275,61.30414605,8.816334232,0.7958456422948859
520,41.45,-75.674,66.08391757,10.01141111,0.8631735997920594
521,38.871,-88.304,57.8366498,7.754341554,0.736092768012665
522,45.417,-94.188,53.2687493,7.044185928,0.6959127198081472
523,40.721,-88.08,57.46484271,7.324539722,0.7120124087756551
524,44.436,-93.756,51.14011198,7.243869992,0.7068719315414846
525,40.935,-73.004,52.72697363,7.831752854,0.7399160670965396
526,43.156,-83.672,56.35414093,7.322951732,0.7118133348881976
527,39.376,-80.375,71.6958889,10.67325936,0.9007549221110767
528,42.226,-84.306,56.2763269,7.799565194,0.7384677476965076
529,38.693,-78.827,63.8886486,10.71049641,0.9020631004174113
530,40.639,-97.798,45.47528802,6.302056949,0.6536239102837685
531,40.93,-90.387,52.65531979,6.691199825,0.6761055117920105
532,39.939,-93.196,52.47470563,6.732209351,0.6783816907945496
533,44.348,-74.993,57.4429404,8.078041073,0.7541616996898551
534,44.681,-91.582,55.21964952,7.260808017,0.7082243643966292
535,40.648,-96.93,46.1520268,6.233359253,0.6498480748809882
536,43.405,-78.411,52.95839231,7.995269103,0.7490862650931874
537,44.177,-88.702,54.82723999,6.810351697,0.682986531822166
538,44.94,-96.376,53.02000449,7.311072105,0.7108178561219106
539,38.271,-75.806,56.03213163,9.025428971,0.8070193051199421
540,42.858,-89.76,53.76259374,6.576633391,0.6698064746087723
541,43.186,-95.762,49.43314627,6.883232479,0.686528160836268
542,44.801,-74.672,61.89315377,8.919900273,0.8016976697602869
